"Year","Area","Street","Street.2","Strange.HTML"
2012,"","Slater St Great Bridge","Slater St Great Bridge",""
2012,"","South Bank Rd","south bank road",""
2012,"","Spon Ln  West Bromwich","Spon Ln, West Bromwich",""
2012,"","St Micheals St West Brom","St Micheals St West Brom",""
2012,"","Stone St","stone street",""
2012,"","Stourbridge High St","Stourbridge High St",""
2012,"","Stourbridge Rd","Stourbridge Rd",""
2012,"","Stuart Rd        Rowley Regis","STUART ROAD Â‰Ã›Âê ROWLEY REGIS",""
2012,"","Tame Rd","Tame Rd",""
2012,"","Tesco Express  Selly Oak","Tesco Express, Selly Oak",""
2012,"","Tescos Burntree","tescos burntree",""
2012,"","The Legends","the legends",""
2012,"","Upper High St","upper high street",""
2012,"","Vicarage Rd Smethwick","vicarage road smethwick",""
2012,"","Victoria Park  Tipton","Victoria Park, Tipton",""
2012,"","Victoria Suite Wimdmill Ln","Victoria Suite Wimdmill Ln",""
2012,"","Walsall Rd","Walsall Rd",""
2012,"","Walter St West Bromwich","Walter St West bromwich",""
2012,"","Walter St West Bromwich","Walter St West Bromwich",""
2012,"","Waterloo Rd","Waterloo Rd",""
2012,"","West Brom High St","west brom high street",""
2012,"","West Brom High St","West Brom High St",""
2012,"","West Brom High St","West Brom High St",""
2012,"","West Bromwich Police Station","West Bromwich Police station",""
2012,"","West Bromwich Police Statiopn","west bromwich police statiopn",""
2012,"","West Park Wolverhampton","WEST PARK WOLVERHAMPTON",""
2012,"","Windmill Ln","windmill lane",""
2012,"","Windmill Ln","Windmill Ln",""
2012,"","Windmill Ln","Windmill Ln",""
2012,"Walsall","Abelwell St Walsall","Abelwell St Walsall",""
2012,"","Abelwell St Walsall","Abelwell St Walsall",""
2012,"","Ablewell St","Ablewell St",""
2012,"","Ablewell St  Walsall","ABLEWELL STREET, WALSALL",""
2012,"","Ablewell St  Walsall","ABLEWELL STREET, WALSALL",""
2012,"","Ablewell St  Walsall","ablewell street, walsall",""
2012,"","Abu Baka Car Park Wednesbury Rd","abu baka car park wednesbury road",""
2012,"","Bar Sport Bridge St","bar sport bridge st",""
2012,"","Barons Court Hotel","BARONS COURT HOTEL",""
2012,"","Beaton Close Willenhall","Beaton close,willenhall",""
2012,"","Bentley Ln","bentley lane",""
2012,"","Bentley Ln","Bentley lane",""
2012,"","Bentley Ln","Bentley Ln",""
2012,"","Bilston St","Bilston St",""
2012,"","Bilston St","Bilston St",""
2012,"","Bilston St","Bilston St",""
2012,"","Birmingham Rd Walsall","birmingham rd walsall",""
2012,"","Blowwich Rd","Blowwich road",""
2012,"","Bloxwich Ln North","Bloxwich Ln North",""
2012,"","Bloxwich Rd","bloxwich road",""
2012,"","Bloxwich Rd","bloxwich road",""
2012,"","Bloxwich Rd","Bloxwich Rd",""
2012,"","Blue Ln  Walsall","Blue Ln, Walsall",""
2012,"","Bradford  Place","Bradford  Place",""
2012,"","Bradford Place","Bradford Place",""
2012,"","Bradford Place","Bradford Place",""
2012,"","Bradford Place","Bradford place",""
2012,"","Bradford Place Walsall","Bradford Place Walsall",""
2012,"","Bradford Place Walsall","bradford place walsall",""
2012,"","Bradford Place Walsall","Bradford Place Walsall",""
2012,"","Bradford Place  Walsall","Bradford Place, Walsall",""
2012,"","Bradford Place  Walsall","Bradford Place, Walsall",""
2012,"","Bradford Place  Walsall","Bradford Place, Walsall",""
2012,"","Bradford Place  Walsall","Bradford Place, Walsall",""
2012,"","Bradford Place  Walsall","Bradford Place, Walsall",""
2012,"","Bradford Place  Walsall Town Centre","Bradford Place, Walsall Town centre",""
2012,"","Bradford St","Bradford St",""
2012,"","Bradford St","Bradford St",""
2012,"","Bradford St Walsall","Bradford St Walsall",""
2012,"","Bradford St  Walsall","Bradford St, Walsall",""
2012,"","Bradford St  Walsall","Bradford St, Walsall",""
2012,"","Bradford St Walsall","Bradford street,Walsall",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St Walsall","Bridge St Walsall",""
2012,"","Bridge St Walsall","bridge St Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St","Bridge street",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge street",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge St",""
2012,"","Bridge St","Bridge street",""
2012,"","Bridge St Walsall","Bridge St Walsall",""
2012,"","Bridge St Walsall","bridge St Walsall",""
2012,"","Bridge St Walsall","Bridge St Walsall",""
2012,"","Bridge St Walsall","bridge street walsall",""
2012,"","Bridge St Walsall","bridge St Walsall",""
2012,"","Bridge St Walsall","Bridge street walsall",""
2012,"","Bridge St Walsall Town Centre","BRIDGE STREET WALSALL TOWN CENTRE",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","bridge street, walsall",""
2012,"","Bridge St  Walsall","bridge street, walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","bridge street, walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St  Walsall","Bridge St, Walsall",""
2012,"","Bridge St Walsall","Bridge St,Walsall",""
2012,"","Bridge St Walsall","Bridge St,Walsall",""
2012,"","Bridge St Walsall","Bridge street,Walsall",""
2012,"","Bridge St Walsall Town Centre","BRIDGE STREET,WALSALL TOWN CENTRE",""
2012,"","Broad Meddows Rd","Broad Meddows Rd",""
2012,"","Broadway North  Walsall","Broadway North, Walsall",""
2012,"","Bus Station  St Paul S  Walsall","Bus Station, St Paul's, Walsall",""
2012,"","Bus Station  St Pauls  Walsall ","Bus Station, St Pauls, Walsall.",""
2012,"","Calderfields Golf Club","Calderfields Golf Club",""
2012,"","Cambridge Ph","Cambridge PH",""
2012,"","Cambridge Ph  Arundel St","Cambridge PH, Arundel St",""
2012,"","Cannock Rd","Cannock Rd",""
2012,"","Cannock Rd Willenhall","cannock Rd Willenhall",""
2012,"","Car Park Shire Oak Public House  Chester Rd  Brownhills","Car park Shire Oak Public House, Chester Rd, Brownhills",""
2012,"","Car Park  Shire Oak Ph  Lichfield Rd","Car Park, Shire Oak PH, Lichfield Rd",""
2012,"","Castle St","Castle st",""
2012,"","Cemetary Rd  Willenhall","Cemetary Rd, Willenhall",""
2012,"","Church Rd  Pelsall","Church Rd, Pelsall",""
2012,"","Churchfield Ave Tipton","Churchfield avenue tipton",""
2012,"","Collinwood Drive","Collinwood Drive",""
2012,"","Colthom Rd  Willenhall","colthom road, willenhall",""
2012,"","Coral Bookmakers  High St  Smethwick","CORAL Bookmakers, High St, Smethwick",""
2012,"","Coral Bookmakers  Smethwick High St ","CORAL Bookmakers, Smethwick High St.",""
2012,"","Coral Bookmakers  Smethwick High St ","CORAL Bookmakers, Smethwick High St.",""
2012,"","Coral Bookmakers  Smethwick High St ","CORAL Bookmakers, Smethwick High St.",""
2012,"","Coral Bookmakers  Smethwick High St ","CORAL Bookmakers, Smethwick High St.",""
2012,"","Coral Bookmakers  Smethwick High St ","CORAL Bookmakers, Smethwick High St.",""
2012,"","Coral Bookmakers  Smethwick High St ","CORAL Bookmakers, Smethwick High St.",""
2012,"","Countess St","Countess St",""
2012,"","County Hotel  Walsall","County Hotel, Walsall",""
2012,"","Crown Wharf","Crown Wharf",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Crown Wharf  Walsall","Crown Wharf, Walsall",""
2012,"","Dalkeith St","Dalkeith st",""
2012,"","Darwall St  Walsall","Darwall St, Walsall",""
2012,"","Darwell St Walsall","Darwell St Walsall",""
2012,"","Darwell St","Darwell street",""
2012,"","Darwell St","Darwell St",""
2012,"","Darwell St","Darwell St",""
2012,"","Darwell St","Darwell St",""
2012,"","Deans Rd","Deans road",""
2012,"","Dorest Drive  Aldridge","Dorest Drive, Aldridge",""
2012,"","Dudley Port","Dudley port",""
2012,"","Ernest Clark Close  Willenhall","Ernest Clark Close, Willenhall",""
2012,"","Fisher St Whall","Fisher st whall",""
2012,"","Florence St  Walsall","Florence St, Walsall",""
2012,"","Foley Arms","Foley Arms",""
2012,"","Foley Rd West","foley road west",""
2012,"","Four Crosses Shelfield Walsall","Four Crosses,Shelfield,Walsall",""
2012,"","Grange Crescent","Grange Crescent",""
2012,"","Grange Crescent","Grange Crescent",""
2012,"","Great Arthur St  Smethwick","Great Arthur St, Smethwick",""
2012,"","Great Bridge Rd","great bridge road",""
2012,"","Great Bridge Rd Moxley","Great Bridge Rd Moxley",""
2012,"","Green Ln Walsall","green lane walsall",""
2012,"","Hatherton St Walsall","Hatherton St walsall",""
2012,"","Hatherton St  Walsall","Hatherton St, Walsall",""
2012,"","Heathfield Ln West","heathfield lane west",""
2012,"","High Rd Willenhall","High Rd Willenhall",""
2012,"","High St Pelsall","High St pelsall",""
2012,"","High St Pelsall","High st pelsall",""
2012,"","High St Pelsall","High street pelsall",""
2012,"","High St West Bromwich","high street west bromwich",""
2012,"","High St West Bromwich","high street west bromwich",""
2012,"","High St  Pelsall","High St, Pelsall",""
2012,"","Highs And Lows  St Paul S Crossing","Highs and Lows, St Paul's crossing",""
2012,"","Jessie Rd","Jessie Rd",""
2012,"","John St   Willenhall","John St , Willenhall",""
2012,"","Kendrick Way  Westbrom","kendrick way, westbrom",""
2012,"","Leamore Precinct","Leamore Precinct",""
2012,"","Leicester St Walsall","Leicester street,Walsall",""
2012,"","Leiester St Walsall","Leiester St Walsall",""
2012,"","Lewis St  Walsall","Lewis St, Walsall",""
2012,"","Lichfield Rd","Lichfield Rd",""
2012,"","Lichfield Rd Walsall","Lichfield Rd,Walsall",""
2012,"","Lichfield St Walsall","Lichfield St Walsall",""
2012,"","Lichfield St  Walsall","Lichfield St, Walsall",""
2012,"","Lichfield St  Walsall","lichfield st, walsall",""
2012,"","Lichfield St","Lichfield St",""
2012,"","Lichfield St","Lichfield St",""
2012,"","Lichfield St","Lichfield St",""
2012,"","Lichfield St","lichfield street",""
2012,"","Lichfield St","Lichfield St",""
2012,"","Lichfield St","LICHFIELD STREET",""
2012,"","Lichfield St","LIchfield St",""
2012,"","Lichfield St","Lichfield St",""
2012,"","Lichfield St Walsall","Lichfield street Walsall",""
2012,"","Lichfield St Walsall","Lichfield street walsall",""
2012,"","Lichfield St Walsall","Lichfield St Walsall",""
2012,"","Lichfield St  Walsall","Lichfield St, Walsall",""
2012,"","Lichfield St  Walsall","Lichfield St, Walsall",""
2012,"","Lichfield St Walsall","Lichfield street,Walsall",""
2012,"","Lichfild St Walsall","Lichfild st walsall",""
2012,"","Lichfiled St Walsall","Lichfiled St Walsall",""
2012,"","Lichfiled St Walsall","Lichfiled St Walsall",""
2012,"","Liecester St","Liecester St",""
2012,"","Linton Ave Tividale","Linton Ave,Tividale",""
2012,"","Lisgard Rd Walsall","Lisgard Rd Walsall",""
2012,"","Lower Rushall St","Lower Rushall St",""
2012,"","Malabar Anchor Rd Aldridge","Malabar Anchor Rd Aldridge",""
2012,"","Market Place  Willenhall","Market Place, Willenhall",""
2012,"","Memorial Park  Willenahll","Memorial park, Willenahll",""
2012,"","Milton St  Walsall","Milton St, Walsall",""
2012,"","Morrisons","Morrisons",""
2012,"","Morrison S  Lichfield St","Morrison's, Lichfield St",""
2012,"","Myatt Ave Aldridge","MYATT AVENUE,ALDRIDGE",""
2012,"","New Cross Hospital  Wolverhampton","New Cross Hospital, Wolverhampton",""
2012,"","New Rd Willenhall","New Rd Willenhall",""
2012,"","New Rd Willenhall","New Rd Willenhall",""
2012,"","New Rd Willenhall","New Rd Willenhall",""
2012,"","New St Station","NEW STREET STATION",""
2012,"","New St  Bloxwich","New St, Bloxwich",""
2012,"","Norton Rd","Norton Rd",""
2012,"","Old Birchills Walsall","Old Birchills Walsall",""
2012,"","Oldbury Rd Rowley Regis","Oldbury Rd Rowley Regis",""
2012,"","Oswin Rd","Oswin Rd",""
2012,"","Outside Beswick House","Outside Beswick House",""
2012,"","Outside Home Address","outside home address",""
2012,"","Outside Home Address","outside home address",""
2012,"","Outside Retro Bar  Lichfield Rd","Outside Retro Bar, Lichfield Rd",""
2012,"","Outside Vogue","Outside Vogue",""
2012,"","Outside Vogue Nightclub Walsall","Outside Vogue Nightclub,Walsall",""
2012,"","Outside Ws1","Outside WS1",""
2012,"","Outside Ws1","Outside WS1",""
2012,"","Outside Ws1  Bridge St","Outside WS1, Bridge St",""
2012,"","Park St","park street",""
2012,"","Park St","Park street",""
2012,"","Park  Union St  Walsall","Park, Union St, Walsall",""
2012,"","Pedmore Rd B Hill","pedmore road b/hill",""
2012,"","Pedmore Rd B Hill","pedmore road b/hill",""
2012,"","Pelsall Labour Club  Church Rd","Pelsall Labour Club, Church Rd",""
2012,"","Penn Cricket Ln","penn cricket lane",""
2012,"","Pheasant Ph Car Park","pheasant PH car park",""
2012,"","Pheasant Pub  Wednesfield","Pheasant Pub, Wednesfield",""
2012,"","Princess St Wolverhampton","Princess street Wolverhampton",""
2012,"","Queen Public House Walsall","Queen public house,Walsall",""
2012,"","Queen Square Wolverhampton","QUEEN SQUARE WOLVERHAMPTON",""
2012,"","Queen St  Darlaston","Queen St, Darlaston",""
2012,"","Queslette Rd","Queslette Rd",""
2012,"","Retro Bar  Lichfield St Walsall","Retro Bar, Lichfield St Walsall",""
2012,"","Rutherford Rd  Reedswood  Walsall","Rutherford Rd, Reedswood, Walsall",""
2012,"","Salters Rd","Salters Rd",""
2012,"","Sandwell Hospital All Saints Way   ","Sandwell hospital all saints way ,.",""
2012,"","School St  Wolverhampton","School St, Wolverhampton",""
2012,"","Serve And Save Aldridge","Serve and save Aldridge",""
2012,"","South Parade  Sutton Coldfield","South Parade, Sutton Coldfield",""
2012,"","Spring Rd  Shelfield  Walsall","Spring Rd, Shelfield, Walsall",""
2012,"","St Giles Whall","St Giles whall",""
2012,"","St Michaels St West Brom","st michaels street west brom",""
2012,"","St Pauls Bus Station Walsall","St Pauls Bus Station Walsall",""
2012,"","St Pauls Bus Station Walsall","St Pauls Bus Station Walsall",""
2012,"","St Pauls Rd  Smethwick ","St Pauls Rd, Smethwick.",""
2012,"","Stafford St Walsall","Stafford St Walsall",""
2012,"","Stafford St","Stafford St",""
2012,"","Stephenson Ave  Beechdale","Stephenson Ave, Beechdale",""
2012,"","Tamworth Close  Brownhills","Tamworth Close, Brownhills",""
2012,"","Tantarra St","Tantarra St",""
2012,"","Tantarra St  Walsall","Tantarra St, Walsall",""
2012,"","Tasker St Walsall","TASKER ST WALSALL",""
2012,"","Tesco Store  Wisemore","Tesco Store, Wisemore",""
2012,"","Thimble Mill Pub","thimble mill pub",""
2012,"","Three Tuns Ph Walsall Rd Willenhall","Three Tuns PH Walsall Rd willenhall",""
2012,"","Tower Rd  Tividale","Tower Rd, Tividale",""
2012,"","Travelodge Birmingham Rd Walsall","Travelodge Birmingham Rd,Walsall",""
2012,"","Travelodge  Birmingham Rd","Travelodge, Birmingham Rd",""
2012,"","Treetops Drive  Willenhall","Treetops Drive, Willenhall",""
2012,"","Union St  Walsall  Rear Of Croft House","Union St, Walsall, rear of Croft House",""
2012,"","Upper Bridge St","Upper bridge st",""
2012,"","Upper Bridge St","Upper bridge st",""
2012,"","Upper Rushal St","Upper Rushal St",""
2012,"","Valley Rd Bloxwich","Valley Rd Bloxwich",""
2012,"","Vernon Way Bloxwich Carpark Of Sneyd Public House","VERNON WAY,BLOXWICH,CARPARK OF SNEYD PUBLIC HOUSE",""
2012,"","Victoria St","victoria street",""
2012,"","Vogue Nightclub","Vogue Nightclub",""
2012,"","Wallace Rd  Wolverhampton","wallace road, wolverhampton",""
2012,"","Walsall Manor Hospital","Walsall Manor Hospital",""
2012,"","Walsall Manor Hospital","Walsall Manor Hospital",""
2012,"","Walsall Manor Hospital","Walsall Manor Hospital",""
2012,"","Walsall Manor Hospital","Walsall Manor hospital",""
2012,"","Walsall Police Station","Walsall Police station",""
2012,"","Walsall Police Station Car Park  Green Ln","Walsall Police Station Car Park, Green Ln",""
2012,"","Wednesbury Rd","wednesbury road",""
2012,"","Wednesbury Rd  Walsall","wednesbury road, walsall",""
2012,"","West Brom Rd Walsall","west brom road walsall",""
2012,"","Willenhall Library","Willenhall Library",""
2012,"","Wisemoor St  Walsall","Wisemoor St, Walsall",""
2012,"","Wisemore  Walsall Town Centre ","wisemore, walsall town centre.",""
2012,"","Wolaston Crt","Wolaston Crt",""
2012,"","Wolevrhampton Train Station","wolevrhampton train station",""
2012,"","Wolverhampton Rd West   Walsall Custody","Wolverhampton Rd West & Walsall Custody",""
2012,"","Wolverhamton Rd West","Wolverhamton Rd West",""
2012,"","Wood Ln Willenhall","Wood Ln Willenhall",""
2012,"","Woolpack St  Wolverhampton","Woolpack St, Wolverhampton",""
2012,"Wolverhampton","Alfred Squire Rd Wolverhampton","Alfred Squire Rd Wolverhampton",""
2012,"","All Saints Rd","All Saints Rd",""
2012,"","All Saints Rd  Wolves ","All Saints Rd, Wolves.",""
2012,"","Alleyway Near To Enville Rd","Alleyway near to Enville Rd",""
2012,"","Asda  Jack Hayward Way  Wolverhampton","Asda, jack Hayward way, Wolverhampton",""
